country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-05,-80,-77,-85,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,NA,-60,NA,NA,-29,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,NA,-53,NA,NA,-30,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,NA,NA,-57,NA,-22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,NA,NA,-53,NA,-25,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,-75,-67,-68,NA,-73,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-11,-72,-62,-82,NA,-28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-12,-81,-81,-86,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,NA,-55,-75,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,NA,-51,-76,NA,-24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,NA,NA,-48,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,NA,NA,-54,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,-63,-62,-78,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-18,-72,-67,-77,NA,-18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-19,-78,-72,-79,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,NA,-46,-70,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,NA,-53,-42,NA,-49,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,-36,NA,-54,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,NA,NA,-41,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,-59,-57,-75,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-25,-60,-59,-66,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-26,-68,-67,-74,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,NA,-55,-81,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,NA,-48,NA,NA,-22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,NA,NA,-63,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,NA,NA,-63,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,-54,-56,-64,NA,-65,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-02,-58,-55,-82,NA,-18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-03,-70,-71,-85,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,NA,-48,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,NA,-47,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,-26,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,-54,-51,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-09,-59,-57,-85,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-10,-68,-69,-84,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,NA,-47,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,NA,-43,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,-55,-50,-82,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-16,-58,-58,-74,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-17,-62,-66,-76,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,NA,-43,-80,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,NA,-44,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,-25,NA,-66,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,-32,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,-55,-56,-84,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-23,-63,-61,-86,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-24,-65,-68,-87,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,NA,-44,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,NA,-41,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,-49,-49,-79,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-30,-56,-55,-75,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-31,-61,-62,-78,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,NA,-45,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,-40,-42,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,-26,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,-30,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,-63,-59,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-06,-60,-59,-88,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-07,-66,-68,-86,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,-39,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,NA,-43,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,-35,NA,-45,NA,-54,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,-37,-42,-75,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,-63,-59,-86,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-14,-65,-68,-88,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,-44,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,NA,-43,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,-29,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,-46,-54,-86,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,-51,-53,-72,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-21,-44,-58,-66,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,NA,-47,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,NA,-42,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,NA,NA,-61,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,-53,-54,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,-76,-69,-93,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-28,-80,-77,-91,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,-48,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,-48,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,-33,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,-57,-53,-85,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,-63,-59,-85,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-05,-77,-78,-93,NA,-22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,-42,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,-52,NA,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,-51,-53,-84,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-11,-73,-66,-91,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-12,-81,-81,-94,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,-47,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,-42,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,-39,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,-53,-48,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,-82,-84,-82,NA,-27,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-19,-79,-83,-80,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,-38,-77,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,-48,-72,NA,-26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,NA,-60,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,-53,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,-61,-54,-80,NA,-24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,-68,-66,-88,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-26,-75,-77,-91,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,-47,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-15,1,4,8,2,4,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-16,-1,3,0,1,-1,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,-2,-1,-17,14,16,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,-2,0,-5,15,16,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,-2,0,19,18,14,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,0,0,1,23,14,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,-2,3,-14,24,18,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-22,-2,4,13,5,4,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-23,-4,7,16,-7,0,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,-7,-4,20,16,-5,2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,-15,-10,-13,11,-3,3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,-12,-4,0,19,7,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,-2,3,0,25,13,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,-1,1,-13,21,19,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-29,-1,8,15,-2,5,2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-01,-9,3,-19,-6,-3,3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,-2,-3,-25,17,16,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,-5,-5,-22,15,16,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,2,0,25,21,16,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,3,5,6,25,15,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,16,10,-5,27,19,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-07,35,23,31,6,6,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-08,28,18,22,2,4,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,13,5,1,28,16,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,12,5,8,28,16,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,9,5,27,29,15,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,5,6,9,25,15,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,10,9,0,19,19,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-14,9,10,14,3,4,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-15,10,13,5,-1,0,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,-5,10,-28,15,15,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,-8,23,-15,15,10,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,-35,28,-13,2,-1,5
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,-74,-18,-55,-28,-33,16
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,-78,-26,-68,-42,-40,22
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-21,-88,-41,-77,-71,-57,24
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-22,-90,-51,-87,-75,-46,23
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,-84,-39,-74,-56,-61,29
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,-83,-41,-71,-59,-64,29
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,-82,-38,-60,-53,-63,29
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,-81,-33,-59,-52,-62,28
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,-80,-31,-63,-51,-59,29
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-28,-85,-31,-42,-58,-50,21
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-29,-83,-36,30,-60,-34,18
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,-72,-28,117,-42,-49,23
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,-71,-24,116,-39,-50,22
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,-70,-19,17,-36,-49,22
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,-65,-21,-37,-32,-46,21
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,-65,-15,-50,-33,-42,22
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-04,-68,-16,-58,-42,-38,16
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-05,-73,-19,-70,-45,-27,15
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,-51,-16,-53,-34,-34,17
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,-45,-7,-39,-25,-31,16
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,-43,2,-12,-19,-31,15
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,-38,17,-20,-12,-32,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,-77,-37,-50,-51,-80,32
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-11,-55,7,-54,-40,-33,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-12,-75,-64,-69,-36,-22,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,-38,-14,-28,-25,-23,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,-39,-13,-20,-23,-23,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,-40,-12,-10,-21,-24,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,-44,-14,-19,-21,-24,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,-45,-11,-35,-24,-21,15
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-18,-53,-11,-42,-40,-19,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-19,-70,-23,-71,-48,-21,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,-31,-7,-26,-43,-38,16
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,-59,-29,-37,-34,-58,22
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,-36,-14,-4,-24,-21,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,-38,-13,-17,-23,-22,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,-34,-10,-29,-26,-18,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-25,-39,-6,-39,-33,-13,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-26,-48,-17,-59,-37,-10,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,-33,-19,-38,-25,-17,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,-29,-14,-25,-22,-18,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,-31,-12,-6,-19,-18,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,-30,9,-4,-12,-19,8
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,-67,-55,-42,-44,-73,27
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-02,-43,1,-32,-35,-17,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-03,-59,-18,-61,-44,-9,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,-29,-7,-24,-20,-16,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,-28,-6,-19,-13,-16,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,-30,0,-2,-16,-16,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,-18,10,-17,-2,-16,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,-16,15,-26,-9,-16,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-09,-13,28,-25,-18,-6,7
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-10,-40,-7,-55,-21,13,6
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,-21,-3,-35,-11,-16,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,-23,-3,-24,-10,-14,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,-30,-9,-9,-15,-15,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,-31,-4,-32,-13,-16,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,-29,1,-36,-16,-14,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-16,-37,1,-39,-26,-8,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-17,-48,-11,-53,-36,0,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,-26,-8,-39,-17,-15,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,-25,-6,-35,-13,-12,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,-28,-5,-13,-12,-13,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,-29,-3,-26,-7,-15,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,-31,-2,-39,-15,-13,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-23,-38,1,-46,-26,-4,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-24,-48,-9,-51,-34,1,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,-27,-8,-35,-12,-14,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,-26,-8,-28,-7,-11,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,-29,-5,-7,-6,-12,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,-27,-4,-20,-5,-13,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,-27,2,-30,-11,-11,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-30,-35,4,-33,-25,-1,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-31,-45,-6,-41,-34,5,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,-30,-13,-46,-25,-13,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,-27,-5,-37,-19,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,-25,-2,-17,-13,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,-28,-3,-32,-15,-13,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,-20,11,-45,-18,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-06,-14,22,-22,-22,-1,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-07,-32,3,-35,-29,8,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,-10,2,-19,-5,-10,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,-16,-2,-28,-8,-10,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,-14,8,-18,-10,-12,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,-48,-15,-30,-42,-63,23
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,-1,13,-17,-23,-30,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,-33,-4,-36,-30,-5,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-14,-50,-12,-61,-45,1,8
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,-17,-3,-34,-17,-10,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,-21,-3,-26,-9,-10,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,-22,-2,-5,-7,-11,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,-24,-5,-18,-10,-13,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,-22,0,-22,-14,-10,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,-30,3,-20,-23,2,8
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-21,-39,-7,-23,-31,9,7
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,-23,-9,-30,-14,-11,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,-22,-7,-19,-5,-10,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,-24,-2,8,-4,-10,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,-28,-6,-24,-4,-13,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,-27,4,-37,-18,-11,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,-44,-4,-61,-43,-9,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-28,-50,-11,-58,-46,-1,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,-27,-8,-51,-19,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,-32,-18,-24,-7,-15,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,-28,-3,-16,-10,-22,-6
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,-22,2,-25,-3,-16,4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,-17,6,-32,-12,-15,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,-21,11,-28,-23,0,7
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-05,-31,2,-42,-32,4,8
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,-19,2,-52,-3,-14,10
